Tipo_Producto,Ingresos,Gastos,Cod_Pais,Continente,Pais,Trimestre,Anio
Celulares,89217.32,77321.67,AUT,Europa,Austria,T1,2020
Musica,43245.07,28830.05,AUT,Europa,Austria,T1,2020
PC,101052.27,83629.46,AUT,Europa,Austria,T1,2020
Tablets,27739.84,24587.58,AUT,Europa,Austria,T1,2020
TV,14436.04,7874.2,AUT,Europa,Austria,T1,2020
Accesorios,31525.61,26599.73,BEL,Europa,Bélgica,T1,2020
Aplicaciones,49797.2,31353.8,BEL,Europa,Bélgica,T1,2020
Celulares,127557.45,99211.35,BEL,Europa,Bélgica,T1,2020
Musica,69382.72,39216.32,BEL,Europa,Bélgica,T1,2020
PC,267459.18,233603.59,BEL,Europa,Bélgica,T1,2020
Tablets,41980.93,36666.89,BEL,Europa,Bélgica,T1,2020
TV,21676.43,13934.85,BEL,Europa,Bélgica,T1,2020
Accesorios,443702.7,392109.37,BRA,América,Brasil,T1,2020
Aplicaciones,644884.67,429923.12,BRA,América,Brasil,T1,2020
Celulares,2232826.51,1819340.12,BRA,América,Brasil,T1,2020
Musica,786563.88,471938.33,BRA,América,Brasil,T1,2020
PC,2696790.45,2223669.32,BRA,América,Brasil,T1,2020
Tablets,532443.24,478112.3,BRA,América,Brasil,T1,2020
TV,317027.27,203803.25,BRA,América,Brasil,T1,2020
Accesorios,1025815.26,894300.49,CAN,América,Canadá,T1,2020
Aplicaciones,1976479.22,1185887.53,CAN,América,Canadá,T1,2020
Celulares,5679777.14,5034347.92,CAN,América,Canadá,T1,2020
Musica,2020894.49,1324034.32,CAN,América,Canadá,T1,2020
PC,6580229.61,5757700.91,CAN,América,Canadá,T1,2020
Tablets,1573116.12,1371434.56,CAN,América,Canadá,T1,2020
TV,698936.31,381237.98,CAN,América,Canadá,T1,2020
Accesorios,18974.75,17058.11,CHE,Europa,Suiza,T1,2020
Aplicaciones,34850.03,21446.17,CHE,Europa,Suiza,T1,2020
Celulares,84925.81,76079.37,CHE,Europa,Suiza,T1,2020
Musica,39760.72,26507.15,CHE,Europa,Suiza,T1,2020
PC,105389.86,82966.48,CHE,Europa,Suiza,T1,2020
Tablets,21868.4,19438.57,CHE,Europa,Suiza,T1,2020
TV,12425.22,7646.29,CHE,Europa,Suiza,T1,2020
Accesorios,47351.9,41577.28,CHL,América,Chile,T1,2020
Aplicaciones,91559.33,57648.47,CHL,América,Chile,T1,2020
Celulares,162772.15,144686.35,CHL,América,Chile,T1,2020
Musica,99318.6,66212.4,CHL,América,Chile,T1,2020
PC,411213.84,340314.9,CHL,América,Chile,T1,2020
Tablets,76349.15,66805.51,CHL,América,Chile,T1,2020
TV,29973.39,18872.13,CHL,América,Chile,T1,2020
Accesorios,2447334.38,2168185.3,CHN,Asia,China,T1,2020
Aplicaciones,4963194.11,3126812.29,CHN,Asia,China,T1,2020
Celulares,10170479.74,9554898.08,CHN,Asia,China,T1,2020
Musica,6112308.01,4278615.6,CHN,Asia,China,T1,2020
PC,18247037.18,15798092.71,CHN,Asia,China,T1,2020
Tablets,3515010.0,3114079.17,CHN,Asia,China,T1,2020
TV,1584672.45,1069653.9,CHN,Asia,China,T1,2020
Accesorios,53875.42,45043.38,CMR,África,Camerún,T1,2020
Aplicaciones,79954.24,53302.83,CMR,África,Camerún,T1,2020
Celulares,303123.22,258546.28,CMR,África,Camerún,T1,2020
Musica,101786.76,55520.05,CMR,África,Camerún,T1,2020
PC,475589.88,410440.58,CMR,África,Camerún,T1,2020
Tablets,75989.57,59103.0,CMR,África,Camerún,T1,2020
TV,37225.66,22335.4,CMR,África,Camerún,T1,2020
Accesorios,106664.49,94115.73,COL,América,Colombia,T1,2020
Aplicaciones,177546.97,109259.67,COL,América,Colombia,T1,2020
Celulares,604045.66,472731.39,COL,América,Colombia,T1,2020
Musica,229637.19,125256.65,COL,América,Colombia,T1,2020
PC,677709.77,568401.74,COL,América,Colombia,T1,2020
Tablets,162018.08,144963.54,COL,América,Colombia,T1,2020
TV,73025.23,42598.05,COL,América,Colombia,T1,2020
Accesorios,9601.7,7467.99,CRI,América,Costa Rica,T1,2020
Aplicaciones,15574.19,8495.01,CRI,América,Costa Rica,T1,2020
Celulares,47143.5,42128.24,CRI,América,Costa Rica,T1,2020
Musica,21358.89,12072.42,CRI,América,Costa Rica,T1,2020
PC,61563.87,54234.84,CRI,América,Costa Rica,T1,2020
Tablets,14658.06,12802.61,CRI,América,Costa Rica,T1,2020
TV,7061.98,4119.49,CRI,América,Costa Rica,T1,2020
Accesorios,19575.12,15410.2,CZE,Europa,República Checa,T1,2020
Aplicaciones,35942.27,20315.2,CZE,Europa,República Checa,T1,2020
Celulares,87371.87,76970.46,CZE,Europa,República Checa,T1,2020
Musica,52680.1,32418.52,CZE,Europa,República Checa,T1,2020
PC,202768.68,179190.93,CZE,Europa,República Checa,T1,2020
Tablets,30530.51,27021.26,CZE,Europa,República Checa,T1,2020
TV,14029.69,9191.86,CZE,Europa,República Checa,T1,2020
Accesorios,1348994.56,1117632.76,DEU,Europa,Alemania,T1,2020
Aplicaciones,2792471.24,1723353.68,DEU,Europa,Alemania,T1,2020
Celulares,5741320.86,4582994.58,DEU,Europa,Alemania,T1,2020
Musica,2749674.74,1451828.26,DEU,Europa,Alemania,T1,2020
PC,11213517.3,9062352.76,DEU,Europa,Alemania,T1,2020
Tablets,2256808.51,1877902.24,DEU,Europa,Alemania,T1,2020
TV,1060066.63,661027.26,DEU,Europa,Alemania,T1,2020
Accesorios,21781.5,20583.51,DOM,América,República Dominicana,T1,2020
Aplicaciones,37207.08,22730.14,DOM,América,República Dominicana,T1,2020
Celulares,81058.28,75526.41,DOM,América,República Dominicana,T1,2020
Musica,38468.34,24004.24,DOM,América,República Dominicana,T1,2020
PC,180129.51,168942.52,DOM,América,República Dominicana,T1,2020
Tablets,29097.84,26401.84,DOM,América,República Dominicana,T1,2020
TV,15761.33,9977.61,DOM,América,República Dominicana,T1,2020
Accesorios,82729.13,72498.68,DZA,África,Argelia,T1,2020
Aplicaciones,153077.02,91080.83,DZA,África,Argelia,T1,2020
Celulares,405447.25,329998.81,DZA,África,Argelia,T1,2020
Musica,166068.8,99779.67,DZA,África,Argelia,T1,2020
PC,725881.37,683600.65,DZA,África,Argelia,T1,2020
Tablets,143326.89,140284.85,DZA,África,Argelia,T1,2020
TV,71663.45,46867.89,DZA,África,Argelia,T1,2020
Accesorios,33601.79,33605.65,ECU,América,Ecuador,T1,2020
Aplicaciones,56856.36,38137.5,ECU,América,Ecuador,T1,2020
Celulares,182752.59,182364.93,ECU,América,Ecuador,T1,2020
Musica,86104.59,54245.89,ECU,América,Ecuador,T1,2020
PC,284281.81,264430.27,ECU,América,Ecuador,T1,2020
Tablets,52831.13,52876.1,ECU,América,Ecuador,T1,2020
TV,29216.56,19107.63,ECU,América,Ecuador,T1,2020
Accesorios,198841.16,192591.86,EGY,África,Egipto,T1,2020
Aplicaciones,340209.95,222497.31,EGY,África,Egipto,T1,2020
Celulares,706228.94,644499.3,EGY,África,Egipto,T1,2020
Musica,371026.07,247625.55,EGY,África,Egipto,T1,2020
PC,1765572.34,1765775.28,EGY,África,Egipto,T1,2020
Tablets,261900.76,234798.44,EGY,África,Egipto,T1,2020
TV,146919.94,99453.5,EGY,África,Egipto,T1,2020
Accesorios,88140.25,69669.12,ESP,Europa,España,T1,2020
Aplicaciones,182907.59,111939.45,ESP,Europa,España,T1,2020
Celulares,446361.64,376790.79,ESP,Europa,España,T1,2020
Musica,215280.62,127764.37,ESP,Europa,España,T1,2020
PC,640176.57,588162.22,ESP,Europa,España,T1,2020
Tablets,146989.18,145019.22,ESP,Europa,España,T1,2020
TV,65131.75,43545.23,ESP,Europa,España,T1,2020
Accesorios,17880.96,16250.64,FIN,Europa,Finlandia,T1,2020
Aplicaciones,31655.93,22522.61,FIN,Europa,Finlandia,T1,2020
Celulares,71824.37,68676.32,FIN,Europa,Finlandia,T1,2020
Musica,39027.85,25498.2,FIN,Europa,Finlandia,T1,2020
PC,120381.69,119177.87,FIN,Europa,Finlandia,T1,2020
Tablets,22028.61,18208.75,FIN,Europa,Finlandia,T1,2020
TV,12495.76,7872.33,FIN,Europa,Finlandia,T1,2020
Accesorios,149404.46,121602.24,FRA,Europa,Francia,T1,2020
Aplicaciones,270570.97,159048.68,FRA,Europa,Francia,T1,2020
Celulares,803430.13,729782.37,FRA,Europa,Francia,T1,2020
Musica,343826.0,216610.38,FRA,Europa,Francia,T1,2020
PC,1078577.44,981756.3,FRA,Europa,Francia,T1,2020
Tablets,203979.67,169695.4,FRA,Europa,Francia,T1,2020
TV,123993.94,74499.69,FRA,Europa,Francia,T1,2020
Accesorios,152016.59,127751.4,GBR,Europa,Reino Unido,T1,2020
Aplicaciones,245941.12,151804.98,GBR,Europa,Reino Unido,T1,2020
Celulares,637625.13,592055.56,GBR,Europa,Reino Unido,T1,2020
Musica,232647.01,137283.22,GBR,Europa,Reino Unido,T1,2020
PC,1059438.68,982320.55,GBR,Europa,Reino Unido,T1,2020
Tablets,193436.84,174409.81,GBR,Europa,Reino Unido,T1,2020
TV,101568.6,69953.25,GBR,Europa,Reino Unido,T1,2020
Accesorios,31091.21,27715.27,GRC,Europa,Grecia,T1,2020
Aplicaciones,61367.3,46823.25,GRC,Europa,Grecia,T1,2020
Celulares,148955.16,146539.55,GRC,Europa,Grecia,T1,2020
Musica,74477.58,51143.76,GRC,Europa,Grecia,T1,2020
PC,195060.33,187538.53,GRC,Europa,Grecia,T1,2020
Tablets,41586.47,37274.99,GRC,Europa,Grecia,T1,2020
TV,21306.98,15557.37,GRC,Europa,Grecia,T1,2020
Accesorios,40153.49,34721.34,GTM,América,Guatemala,T1,2020
Aplicaciones,65823.05,43526.59,GTM,América,Guatemala,T1,2020
Celulares,152317.79,137983.52,GTM,América,Guatemala,T1,2020
Musica,77765.62,57111.07,GTM,América,Guatemala,T1,2020
PC,292546.87,288147.89,GTM,América,Guatemala,T1,2020
Tablets,56535.13,56488.56,GTM,América,Guatemala,T1,2020
TV,26945.11,18915.46,GTM,América,Guatemala,T1,2020
Accesorios,19119.65,17275.72,HUN,Europa,Hungría,T1,2020
Aplicaciones,36354.26,24442.79,HUN,Europa,Hungría,T1,2020
Celulares,70716.51,72957.62,HUN,Europa,Hungría,T1,2020
Musica,49877.35,36629.92,HUN,Europa,Hungría,T1,2020
PC,130691.28,117774.83,HUN,Europa,Hungría,T1,2020
Tablets,27241.72,26601.54,HUN,Europa,Hungría,T1,2020
TV,15786.87,10343.56,HUN,Europa,Hungría,T1,2020
Accesorios,475620.14,477442.8,IDN,Asia,Indonesia,T1,2020
Aplicaciones,873295.84,684198.18,IDN,Asia,Indonesia,T1,2020
Celulares,2373776.87,2502830.26,IDN,Asia,Indonesia,T1,2020
Musica,870384.85,622088.92,IDN,Asia,Indonesia,T1,2020
PC,2807693.08,2413441.92,IDN,Asia,Indonesia,T1,2020
Tablets,741805.27,794994.4,IDN,Asia,Indonesia,T1,2020
TV,353814.98,263434.3,IDN,Asia,Indonesia,T1,2020
Accesorios,1987718.59,1626315.21,IND,Asia,India,T1,2020
Aplicaciones,2671918.46,1510214.78,IND,Asia,India,T1,2020
Celulares,8039611.79,7227529.79,IND,Asia,India,T1,2020
Musica,3062709.25,1837625.55,IND,Asia,India,T1,2020
PC,14069320.64,12394401.51,IND,Asia,India,T1,2020
Tablets,2357163.67,2073168.04,IND,Asia,India,T1,2020
TV,1191053.6,765677.31,IND,Asia,India,T1,2020
Accesorios,10882.85,9328.15,IRL,Europa,Irlanda,T1,2020
Aplicaciones,16642.28,9406.5,IRL,Europa,Irlanda,T1,2020
Celulares,36613.01,30892.22,IRL,Europa,Irlanda,T1,2020
Musica,17258.66,11307.4,IRL,Europa,Irlanda,T1,2020
PC,82674.53,71651.26,IRL,Europa,Irlanda,T1,2020
Tablets,14687.17,12896.05,IRL,Europa,Irlanda,T1,2020
TV,8402.99,4901.74,IRL,Europa,Irlanda,T1,2020
Accesorios,199357.2,176957.52,IRN,Asia,Irán,T1,2020
Aplicaciones,288788.47,181829.78,IRN,Asia,Irán,T1,2020
Celulares,842737.27,750128.78,IRN,Asia,Irán,T1,2020
Musica,323000.35,211620.92,IRN,Asia,Irán,T1,2020
PC,1426170.77,1375965.37,IRN,Asia,Irán,T1,2020
Tablets,288788.47,257398.42,IRN,Asia,Irán,T1,2020
TV,123931.95,82621.3,IRN,Asia,Irán,T1,2020
Accesorios,19101.09,16484.5,ISR,Asia,Israel,T1,2020
Aplicaciones,29133.41,18343.26,ISR,Asia,Israel,T1,2020
Celulares,70632.79,62514.08,ISR,Asia,Israel,T1,2020
Musica,44225.04,29483.36,ISR,Asia,Israel,T1,2020
PC,104446.36,89525.45,ISR,Asia,Israel,T1,2020
Tablets,29751.39,26291.92,ISR,Asia,Israel,T1,2020
TV,14374.76,8846.0,ISR,Asia,Israel,T1,2020
Accesorios,121188.6,95940.98,ITA,Europa,Italia,T1,2020
Aplicaciones,211028.74,129863.84,ITA,Europa,Italia,T1,2020
Celulares,643231.82,536026.51,ITA,Europa,Italia,T1,2020
Musica,297316.04,198210.69,ITA,Europa,Italia,T1,2020
PC,916385.05,803251.1,ITA,Europa,Italia,T1,2020
Tablets,173756.13,155072.67,ITA,Europa,Italia,T1,2020
TV,94352.76,56611.66,ITA,Europa,Italia,T1,2020
Accesorios,241894.31,189308.59,JPN,Asia,Japón,T1,2020
Aplicaciones,389553.71,250427.39,JPN,Asia,Japón,T1,2020
Celulares,1085423.17,863908.24,JPN,Asia,Japón,T1,2020
Musica,461798.22,296870.29,JPN,Asia,Japón,T1,2020
PC,1840500.16,1464887.88,JPN,Asia,Japón,T1,2020
Tablets,319081.69,255265.35,JPN,Asia,Japón,T1,2020
TV,173253.08,103951.85,JPN,Asia,Japón,T1,2020
Accesorios,97240.43,88853.44,KEN,África,Kenia,T1,2020
Aplicaciones,183676.37,104194.59,KEN,África,Kenia,T1,2020
Celulares,474497.29,438195.39,KEN,África,Kenia,T1,2020
Musica,213523.78,119961.54,KEN,África,Kenia,T1,2020
PC,648679.84,611612.42,KEN,África,Kenia,T1,2020
Tablets,168571.4,152335.32,KEN,África,Kenia,T1,2020
TV,85409.51,53807.99,KEN,África,Kenia,T1,2020
Accesorios,108350.51,98183.38,KOR,Asia,República de Corea,T1,2020
Aplicaciones,184517.71,117339.59,KOR,Asia,República de Corea,T1,2020
Celulares,447270.92,395803.27,KOR,Asia,República de Corea,T1,2020
Musica,249593.15,169723.34,KOR,Asia,República de Corea,T1,2020
PC,1075170.48,978405.14,KOR,Asia,República de Corea,T1,2020
Tablets,147128.59,129256.8,KOR,Asia,República de Corea,T1,2020
TV,73953.53,44002.35,KOR,Asia,República de Corea,T1,2020
Accesorios,277865.85,251450.55,MEX,América,México,T1,2020
Aplicaciones,492434.07,332392.99,MEX,América,México,T1,2020
Celulares,1054053.08,949965.34,MEX,América,México,T1,2020
Musica,533641.94,326855.69,MEX,América,México,T1,2020
PC,2125673.72,1768397.02,MEX,América,México,T1,2020
Tablets,340107.79,313517.55,MEX,América,México,T1,2020
TV,171195.2,115556.76,MEX,América,México,T1,2020
Accesorios,69073.56,64580.29,MYS,Asia,Malasia,T1,2020
Aplicaciones,91304.14,55923.78,MYS,Asia,Malasia,T1,2020
Celulares,228588.77,209573.2,MYS,Asia,Malasia,T1,2020
Musica,149876.6,97197.75,MYS,Asia,Malasia,T1,2020
PC,588404.43,469700.23,MYS,Asia,Malasia,T1,2020
Tablets,98676.52,89795.63,MYS,Asia,Malasia,T1,2020
TV,40892.97,26004.9,MYS,Asia,Malasia,T1,2020
Accesorios,338162.98,293074.58,NGA,África,Nigeria,T1,2020
Aplicaciones,596120.64,353784.64,NGA,África,Nigeria,T1,2020
Celulares,1291594.72,1180047.91,NGA,África,Nigeria,T1,2020
Musica,628343.38,390539.58,NGA,África,Nigeria,T1,2020
PC,2906088.12,2615479.31,NGA,África,Nigeria,T1,2020
Tablets,531398.97,485841.96,NGA,África,Nigeria,T1,2020
TV,241231.7,147754.42,NGA,África,Nigeria,T1,2020
Accesorios,11642.15,10696.23,NOR,Europa,Noruega,T1,2020
Aplicaciones,21298.82,14233.49,NOR,Europa,Noruega,T1,2020
Celulares,37381.61,32191.08,NOR,Europa,Noruega,T1,2020
Musica,21634.24,12594.89,NOR,Europa,Noruega,T1,2020
PC,64648.19,59987.5,NOR,Europa,Noruega,T1,2020
Tablets,17444.75,14671.95,NOR,Europa,Noruega,T1,2020
TV,7664.01,5074.67,NOR,Europa,Noruega,T1,2020
Accesorios,69122.07,52131.35,PER,América,Perú,T1,2020
Aplicaciones,137492.81,80344.91,PER,América,Perú,T1,2020
Celulares,254684.67,226924.04,PER,América,Perú,T1,2020
Musica,179848.42,107621.29,PER,América,Perú,T1,2020
PC,379480.16,327037.67,PER,América,Perú,T1,2020
Tablets,105119.16,80667.37,PER,América,Perú,T1,2020
TV,52559.58,26490.03,PER,América,Perú,T1,2020
Accesorios,187854.95,172059.8,PHL,Asia,Filipinas,T1,2020
Aplicaciones,385523.22,255271.44,PHL,Asia,Filipinas,T1,2020
Celulares,1043638.61,939274.75,PHL,Asia,Filipinas,T1,2020
Musica,411634.35,283176.04,PHL,Asia,Filipinas,T1,2020
PC,1341821.06,1234972.35,PHL,Asia,Filipinas,T1,2020
Tablets,267668.97,228665.78,PHL,Asia,Filipinas,T1,2020
TV,166914.74,99314.27,PHL,Asia,Filipinas,T1,2020
Accesorios,81374.85,64701.67,POL,Europa,Polonia,T1,2020
Aplicaciones,132699.52,78004.24,POL,Europa,Polonia,T1,2020
Celulares,441370.13,396994.54,POL,Europa,Polonia,T1,2020
Musica,152082.59,89398.11,POL,Europa,Polonia,T1,2020
PC,410162.14,383480.89,POL,Europa,Polonia,T1,2020
Tablets,126105.75,114239.66,POL,Europa,Polonia,T1,2020
TV,57761.1,35900.74,POL,Europa,Polonia,T1,2020
Accesorios,22851.48,20877.95,PRT,Europa,Portugal,T1,2020
Aplicaciones,40184.12,27117.35,PRT,Europa,Portugal,T1,2020
Celulares,74467.07,63103.95,PRT,Europa,Portugal,T1,2020
Musica,43287.77,29495.39,PRT,Europa,Portugal,T1,2020
PC,115747.73,96596.74,PRT,Europa,Portugal,T1,2020
Tablets,29335.51,26036.22,PRT,Europa,Portugal,T1,2020
TV,14627.46,8598.4,PRT,Europa,Portugal,T1,2020
Accesorios,280821.78,249962.25,RUS,Asia,Rusia,T1,2020
Aplicaciones,542640.59,295985.77,RUS,Asia,Rusia,T1,2020
Celulares,1312203.6,1277881.53,RUS,Asia,Rusia,T1,2020
Musica,647275.32,353059.26,RUS,Asia,Rusia,T1,2020
PC,1977293.1,1965357.03,RUS,Asia,Rusia,T1,2020
Tablets,379848.41,332367.36,RUS,Asia,Rusia,T1,2020
TV,209191.88,134480.49,RUS,Asia,Rusia,T1,2020
Accesorios,92310.38,69484.54,SDN,África,Sudán,T1,2020
Aplicaciones,128208.86,65943.95,SDN,África,Sudán,T1,2020
Celulares,292316.2,248540.95,SDN,África,Sudán,T1,2020
Musica,184232.9,111329.31,SDN,África,Sudán,T1,2020
PC,707216.61,623064.98,SDN,África,Sudán,T1,2020
Tablets,116306.18,94620.71,SDN,África,Sudán,T1,2020
TV,68298.18,40348.46,SDN,África,Sudán,T1,2020
Accesorios,16193.61,14117.51,SVK,Europa,Eslovaquia,T1,2020
Aplicaciones,26833.65,14636.53,SVK,Europa,Eslovaquia,T1,2020
Celulares,62478.34,48896.09,SVK,Europa,Eslovaquia,T1,2020
Musica,29273.07,17075.96,SVK,Europa,Eslovaquia,T1,2020
PC,87209.35,73995.82,SVK,Europa,Eslovaquia,T1,2020
Tablets,23716.99,20123.51,SVK,Europa,Eslovaquia,T1,2020
TV,11825.0,6450.0,SVK,Europa,Eslovaquia,T1,2020
Accesorios,19168.12,16772.1,SWE,Europa,Suecia,T1,2020
Aplicaciones,30524.95,19999.11,SWE,Europa,Suecia,T1,2020
Celulares,81243.33,72216.29,SWE,Europa,Suecia,T1,2020
Musica,44752.68,28177.61,SWE,Europa,Suecia,T1,2020
PC,106683.16,87632.6,SWE,Europa,Suecia,T1,2020
Tablets,32200.1,28175.09,SWE,Europa,Suecia,T1,2020
TV,13386.1,8428.29,SWE,Europa,Suecia,T1,2020
Accesorios,176302.5,142398.17,THA,Asia,Tailandia,T1,2020
Aplicaciones,271373.47,166999.06,THA,Asia,Tailandia,T1,2020
Celulares,729471.8,618945.77,THA,Asia,Tailandia,T1,2020
Musica,313041.05,187824.63,THA,Asia,Tailandia,T1,2020
PC,924563.09,828254.44,THA,Asia,Tailandia,T1,2020
Tablets,250039.08,216250.01,THA,Asia,Tailandia,T1,2020
TV,123275.08,73965.05,THA,Asia,Tailandia,T1,2020
Accesorios,164349.27,143005.21,TUR,Asia,Turquía,T1,2020
Aplicaciones,273734.06,179343.0,TUR,Asia,Turquía,T1,2020
Celulares,751524.41,670715.33,TUR,Asia,Turquía,T1,2020
Musica,375762.2,236591.02,TUR,Asia,Turquía,T1,2020
PC,1589763.17,1393496.11,TUR,Asia,Turquía,T1,2020
Tablets,254362.11,222566.84,TUR,Asia,Turquía,T1,2020
TV,116433.36,77622.24,TUR,Asia,Turquía,T1,2020
Accesorios,133481.48,117777.77,TZA,África,Tanzania,T1,2020
Aplicaciones,183083.35,117696.44,TZA,África,Tanzania,T1,2020
Celulares,445592.57,400123.94,TZA,África,Tanzania,T1,2020
Musica,219567.36,141150.44,TZA,África,Tanzania,T1,2020
PC,878269.42,687341.29,TZA,África,Tanzania,T1,2020
Tablets,163343.91,143423.92,TZA,África,Tanzania,T1,2020
TV,77494.36,47688.84,TZA,África,Tanzania,T1,2020
Accesorios,103109.72,91778.98,UKR,Europa,Ucrania,T1,2020
Aplicaciones,153359.39,100476.84,UKR,Europa,Ucrania,T1,2020
Celulares,331928.54,298735.69,UKR,Europa,Ucrania,T1,2020
Musica,195409.54,117245.73,UKR,Europa,Ucrania,T1,2020
PC,682557.28,612908.58,UKR,Europa,Ucrania,T1,2020
Tablets,149112.51,131569.87,UKR,Europa,Ucrania,T1,2020
TV,67495.22,42496.99,UKR,Europa,Ucrania,T1,2020
Accesorios,2914457.33,2503278.35,USA,América,Estados Unidos,T1,2020
Aplicaciones,5682669.48,3344982.7,USA,América,Estados Unidos,T1,2020
Celulares,11657829.31,9898049.51,USA,América,Estados Unidos,T1,2020
Musica,6005548.42,3829625.08,USA,América,Estados Unidos,T1,2020
PC,28311871.17,24199971.29,USA,América,Estados Unidos,T1,2020
Tablets,4054897.16,3427597.6,USA,América,Estados Unidos,T1,2020
TV,2048404.11,1233660.45,USA,América,Estados Unidos,T1,2020
Accesorios,74971.95,60271.57,VEN,América,Venezuela,T1,2020
Aplicaciones,116676.61,71800.99,VEN,América,Venezuela,T1,2020
Celulares,255538.2,229726.26,VEN,América,Venezuela,T1,2020
Musica,122589.27,73553.56,VEN,América,Venezuela,T1,2020
PC,518377.5,446380.62,VEN,América,Venezuela,T1,2020
Tablets,105791.33,93631.4,VEN,América,Venezuela,T1,2020
TV,54078.13,33278.85,VEN,América,Venezuela,T1,2020
Accesorios,68998.37,60784.28,YEM,Asia,Yemen,T1,2020
Aplicaciones,92270.01,61513.34,YEM,Asia,Yemen,T1,2020
Celulares,249498.12,210514.04,YEM,Asia,Yemen,T1,2020
Musica,152133.0,101422.0,YEM,Asia,Yemen,T1,2020
PC,389840.81,325932.48,YEM,Asia,Yemen,T1,2020
Tablets,90660.65,72884.06,YEM,Asia,Yemen,T1,2020
TV,50628.68,31877.32,YEM,Asia,Yemen,T1,2020
Accesorios,135056.05,107538.38,ZAF,África,Sudáfrica,T1,2020
Aplicaciones,227118.47,149898.19,ZAF,África,Sudáfrica,T1,2020
Celulares,631127.3,538179.46,ZAF,África,Sudáfrica,T1,2020
Musica,305289.48,172183.27,ZAF,África,Sudáfrica,T1,2020
PC,1312744.78,1086103.25,ZAF,África,Sudáfrica,T1,2020
Tablets,205116.37,169937.51,ZAF,África,Sudáfrica,T1,2020
TV,89546.03,55518.54,ZAF,África,Sudáfrica,T1,2020
Accesorios,9939.32,8662.11,NZL,Oceanía,Nueva Zelanda,T1,2020
Aplicaciones,16770.68,11019.89,NZL,Oceanía,Nueva Zelanda,T1,2020
Celulares,37869.12,33473.6,NZL,Oceanía,Nueva Zelanda,T1,2020
Musica,20709.68,12527.1,NZL,Oceanía,Nueva Zelanda,T1,2020
PC,69298.2,60753.72,NZL,Oceanía,Nueva Zelanda,T1,2020
Tablets,15547.44,14950.57,NZL,Oceanía,Nueva Zelanda,T1,2020
TV,8059.1,5135.43,NZL,Oceanía,Nueva Zelanda,T1,2020
Accesorios,58136.61,51297.01,AGO,África,Angola,T1,2021
Aplicaciones,110378.25,72316.78,AGO,África,Angola,T1,2021
Celulares,230424.66,199286.2,AGO,África,Angola,T1,2021
Musica,109611.73,70464.69,AGO,África,Angola,T1,2021
PC,415370.78,367627.01,AGO,África,Angola,T1,2021
Tablets,97132.86,86908.35,AGO,África,Angola,T1,2021
TV,49479.9,32986.6,AGO,África,Angola,T1,2021
Accesorios,100965.13,84137.61,ARG,América,Argentina,T1,2021
Aplicaciones,134231.1,80538.66,ARG,América,Argentina,T1,2021
Celulares,478803.7,388463.38,ARG,América,Argentina,T1,2021
Musica,201056.1,123726.83,ARG,América,Argentina,T1,2021
PC,473917.95,426047.45,ARG,América,Argentina,T1,2021
Tablets,116109.9,102608.75,ARG,América,Argentina,T1,2021
TV,77021.49,43533.89,ARG,América,Argentina,T1,2021
Accesorios,63746.6,51067.33,AUS,Oceanía,Australia,T1,2021
Aplicaciones,113887.21,64536.08,AUS,Oceanía,Australia,T1,2021
Celulares,297046.01,214921.53,AUS,Oceanía,Australia,T1,2021
Musica,98004.98,54279.68,AUS,Oceanía,Australia,T1,2021
PC,472351.85,361891.49,AUS,Oceanía,Australia,T1,2021
Tablets,75824.9,59604.13,AUS,Oceanía,Australia,T1,2021
TV,44880.78,22830.66,AUS,Oceanía,Australia,T1,2021
Accesorios,22981.93,19602.23,AUT,Europa,Austria,T1,2021
Aplicaciones,34914.85,23276.57,AUT,Europa,Austria,T1,2021
Celulares,86455.83,73154.93,AUT,Europa,Austria,T1,2021
Musica,36802.14,22647.47,AUT,Europa,Austria,T1,2021
PC,125211.89,109753.63,AUT,Europa,Austria,T1,2021
Tablets,29049.16,26114.9,AUT,Europa,Austria,T1,2021
TV,13789.16,7521.36,AUT,Europa,Austria,T1,2021
Accesorios,39740.12,33004.51,BEL,Europa,Bélgica,T1,2021
